id,0,1,2,3,4,5,6,7,8
77,0.03675,0.0015,0.001,0.0005,0.0,0.0045,0.0005,0.0005,0.95475
78,0.00175,0.0075,0.0135,0.00975,0.00075,0.01375,0.94475,0.00675,0.0015
79,0.016,0.00375,0.002,0.0015,0.0005,0.00425,0.00425,0.0045,0.96325
80,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,0.0185,0.0005,0.0,0.0005,0.00025,0.003,0.00125,0.00225,0.97375
82,0.0,0.981,0.0145,0.0005,0.00075,0.001,0.00025,0.00175,0.00025
83,0.00225,0.01125,0.007,0.007,0.00025,0.96125,0.008,0.0015,0.0015
84,0.001,0.0,0.0,0.0,0.0,0.0005,0.0,0.998,0.0005
85,0.00375,0.001,0.0015,0.0,0.0,0.0055,0.98325,0.00175,0.00325
86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87,0.0005,0.075,0.91,0.01175,0.0,0.0,0.00225,0.0,0.0005
88,0.0,0.00975,0.989,0.0,0.0,0.00025,0.00025,0.00075,0.0
89,0.0005,0.00025,0.00025,0.00075,0.996,0.0,0.0005,0.0005,0.00125
90,0.0,0.0,0.0,0.0,0.0,0.99975,0.0,0.00025,0.0
91,0.00275,0.00025,0.0,0.00125,0.0,0.9915,0.001,0.0025,0.00075
92,0.00575,0.00075,0.00025,0.0005,0.0005,0.98125,0.002,0.00275,0.00625
93,0.00275,0.97925,0.008,0.0015,0.0015,0.0005,0.0005,0.0015,0.0045
94,0.0,0.23325,0.7605,0.0,0.0,0.00475,0.0,0.0015,0.0
95,0.0005,0.001,0.00025,0.00175,0.0,0.973,0.00275,0.002,0.01875
96,0.0,0.0605,0.93175,0.0,0.00025,0.0015,0.00425,0.00175,0.0
97,0.00125,0.0015,0.001,0.00125,0.00075,0.98025,0.00475,0.00525,0.004
98,0.00025,0.00025,0.00075,0.00075,0.0,0.99575,0.00075,0.00075,0.00075
99,0.0,0.0,0.0,0.0,0.0,0.9995,0.0,0.0005,0.0
100,0.89175,0.03025,0.031,0.02025,0.0005,0.0035,0.0115,0.00225,0.009
101,0.0,0.00025,0.00025,0.0005,0.0,0.99775,0.0,0.001,0.00025
102,0.0,0.00325,0.9965,0.0,0.0,0.0,0.00025,0.0,0.0
103,0.94525,0.003,0.00475,0.001,0.001,0.00975,0.01475,0.01425,0.00625
104,0.0,0.0,0.0,0.0,0.0,0.99975,0.0,0.00025,0.0
105,0.0,0.048,0.952,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
107,0.0,0.98175,0.015,0.002,0.00075,0.00025,0.00025,0.0,0.0
108,0.00025,0.002,0.002,0.0005,0.9925,0.00075,0.00025,0.00025,0.0015
109,0.0,0.9935,0.00425,0.002,0.0,0.0,0.0,0.0,0.00025
110,0.00025,0.03075,0.95275,0.015,0.0,0.0,0.00125,0.0,0.0
111,0.0,0.99025,0.0035,0.00275,0.0025,0.00075,0.00025,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.00075,0.0,0.99925,0.0
113,0.007,0.001,0.00225,0.00025,0.0,0.005,0.9765,0.005,0.003
114,0.0,0.98475,0.00975,0.0045,0.0,0.0005,0.00025,0.00025,0.0
115,0.0005,0.967,0.01475,0.01125,0.0,0.0005,0.00525,0.00025,0.0005
116,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.99975,0.0
117,0.0,0.18625,0.80975,0.004,0.0,0.0,0.0,0.0,0.0
118,0.00125,0.00225,0.00375,0.003,0.0005,0.9755,0.008,0.004,0.00175
119,0.003,0.00125,0.00175,0.00075,0.00025,0.0045,0.004,0.981,0.0035
120,0.0005,0.94125,0.00525,0.00625,0.044,0.001,0.001,0.00025,0.0005
121,0.0005,0.00025,0.00025,0.0,0.0,0.99675,0.00125,0.0005,0.0005
122,0.00125,0.0,0.0,0.0,0.0,0.0,0.0005,0.998,0.00025
123,0.006,0.02575,0.02025,0.9265,0.0005,0.004,0.01125,0.00325,0.0025
124,0.004,0.001,0.0,0.00025,0.0,0.988,0.0025,0.00225,0.002
125,0.0005,0.934,0.03,0.03325,0.0,0.0,0.00225,0.0,0.0
126,0.0,0.0,0.0,0.00025,0.99975,0.0,0.0,0.0,0.0
127,0.00025,0.97,0.0085,0.019,0.0,0.00025,0.0005,0.001,0.0005
128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
129,0.0105,0.006,0.0075,0.00375,0.00025,0.01425,0.016,0.9375,0.00425
130,0.0,0.065,0.9165,0.0145,0.0,0.0,0.004,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.9995,0.00025,0.00025,0.0
132,0.001,0.0005,0.0,0.0,0.0,0.001,0.0,0.9975,0.0
133,0.0,0.0,0.0,0.0,0.0,0.99975,0.0,0.00025,0.0
134,0.0,0.988,0.00625,0.0045,0.0,0.0,0.00075,0.0,0.0005
135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
136,0.001,0.0,0.0,0.0,0.0,0.001,0.0005,0.99725,0.00025
137,0.01225,0.003,0.00075,0.001,0.00025,0.00525,0.002,0.00125,0.97425
138,0.00025,0.958,0.03875,0.00125,0.00025,0.00025,0.00075,0.00025,0.00025
139,0.0,0.768,0.2285,0.0,0.002,0.0005,0.00025,0.00075,0.0
140,0.0005,0.0055,0.01025,0.9265,0.00025,0.00125,0.05475,0.001,0.0
141,0.0,0.076,0.02425,0.89875,0.00025,0.0005,0.00025,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.99825,0.0005,0.001,0.00025
144,0.0,0.9905,0.00125,0.00825,0.0,0.0,0.0,0.0,0.0
145,0.00025,0.0005,0.0,0.00025,0.999,0.0,0.0,0.0,0.0
146,0.0,0.99225,0.007,0.00025,0.0,0.0,0.0005,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.99975,0.0,0.00025,0.0
148,0.0005,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.999
149,0.0005,0.97025,0.017,0.00825,0.0,0.0005,0.0025,0.00075,0.00025
150,0.0,0.0455,0.907,0.02575,0.00075,0.0095,0.0035,0.008,0.0
151,0.0,0.02375,0.97025,0.00375,0.0,0.00025,0.002,0.0,0.0
152,0.0,0.00125,0.0655,0.0005,0.0,0.00075,0.93075,0.0005,0.00075
153,0.0065,0.00875,0.00675,0.002,0.00025,0.01075,0.951,0.00775,0.00625
154,0.0,0.09225,0.9055,0.00075,0.0,0.0,0.0015,0.0,0.0
155,0.0005,0.0,0.0,0.0,0.0,0.999,0.0005,0.0,0.0
156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.002,0.06075,0.91975,0.0045,0.00075,0.00325,0.0075,0.001,0.0005
158,0.00375,0.0045,0.00175,0.0025,0.0035,0.9665,0.00325,0.0055,0.00875
159,0.02425,0.001,0.00025,0.002,0.00025,0.10125,0.85825,0.003,0.00975
160,0.002,0.00025,0.0005,0.00075,0.0005,0.9905,0.00075,0.00275,0.002
161,0.00075,0.0,0.00025,0.00025,0.0,0.99725,0.00025,0.001,0.00025
162,0.9205,0.00975,0.005,0.002,0.0,0.016,0.0185,0.01875,0.0095
163,0.0015,0.02375,0.03575,0.01475,0.00025,0.00425,0.91525,0.00125,0.00325
164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165,0.00125,0.965,0.0105,0.0165,0.0005,0.00275,0.00275,0.0,0.00075
166,0.00025,0.00025,0.0,0.0,0.0,0.00025,0.0,0.99825,0.001
167,0.0065,0.0015,0.001,0.0,0.0,0.0035,0.00125,0.0035,0.98275
168,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.99975,0.0
169,0.0,0.00275,0.99725,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.9745,0.024,0.0,0.0,0.001,0.0,0.0005,0.0
171,0.00075,0.005,0.988,0.00075,0.00075,0.0,0.001,0.001,0.00275
172,0.00075,0.0,0.0,0.0,0.0,0.0,0.00025,0.99875,0.00025
173,0.0005,0.96875,0.02125,0.0085,0.0,0.00025,0.0005,0.0,0.00025
174,0.002,0.0,0.0,0.0,0.0,0.997,0.0005,0.0005,0.0
175,0.0,0.98425,0.01175,0.00375,0.0,0.0,0.00025,0.0,0.0
176,0.04225,0.00075,0.00025,0.0,0.0,0.00125,0.00025,0.001,0.95425
177,0.00675,0.00475,0.0045,0.00525,0.0005,0.95025,0.00975,0.0095,0.00875
178,0.00025,0.0375,0.949,0.01325,0.0,0.0,0.0,0.0,0.0
179,0.0015,0.04525,0.042,0.90675,0.0,0.0,0.00325,0.0005,0.00075
180,0.0,0.97075,0.02025,0.006,0.001,0.00025,0.00025,0.0005,0.001
181,0.0,0.95875,0.02775,0.00025,0.001,0.00875,0.001,0.0025,0.0
182,0.015,0.00775,0.00375,0.00225,0.0015,0.00725,0.0105,0.02075,0.93125
183,0.0,0.04575,0.951,0.003,0.0,0.0,0.00025,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.99875,0.0,0.00075,0.0005
185,0.00025,0.981,0.01425,0.0,0.0,0.00075,0.0005,0.00325,0.0
186,0.0,0.00025,0.00025,0.0,0.0,0.0,0.0,0.99925,0.00025
187,0.0005,0.9655,0.0245,0.007,0.0,0.0,0.002,0.00025,0.00025
188,0.0,0.027,0.02625,0.943,0.0,0.0,0.0035,0.0,0.00025
189,0.0,0.9725,0.01025,0.0155,0.0015,0.0,0.0,0.00025,0.0
190,0.001,0.96475,0.02225,0.00975,0.0,0.00075,0.0015,0.0,0.0
191,0.0,0.00025,0.0,0.0,0.0,0.99975,0.0,0.0,0.0
192,0.01575,0.9135,0.0115,0.00075,0.00125,0.022,0.01275,0.00225,0.02025
193,0.0005,0.0,0.00025,0.00025,0.9985,0.00025,0.00025,0.0,0.0
194,0.8705,0.023,0.01175,0.01725,0.019,0.01775,0.011,0.01075,0.019
195,0.00025,0.98075,0.0045,0.0085,0.00075,0.00025,0.00325,0.0015,0.00025
196,0.00075,0.03325,0.0175,0.946,0.0,0.00075,0.001,0.0,0.00075
197,0.00025,0.98,0.0125,0.00625,0.0,0.0,0.00075,0.0,0.00025
198,0.00075,0.00025,0.00025,0.0,0.0,0.994,0.001,0.00275,0.001
199,0.903,0.03275,0.00425,0.0045,0.0025,0.0045,0.00425,0.0055,0.03875
200,0.00075,0.0535,0.918,0.02475,0.00025,0.001,0.0005,0.001,0.00025
201,0.0035,0.934,0.01575,0.002,0.00025,0.00825,0.0295,0.0055,0.00125
202,0.0,0.8885,0.11125,0.0,0.0,0.00025,0.0,0.0,0.0
203,0.00225,0.04775,0.92125,0.017,0.00125,0.0025,0.00525,0.001,0.00175
204,0.0015,0.00125,0.0,0.0,0.0,0.00375,0.9915,0.00125,0.00075
205,0.002,0.002,0.002,0.00175,0.0,0.9775,0.00575,0.0045,0.0045
206,0.00025,0.0005,0.0,0.0,0.999,0.0,0.00025,0.0,0.0
207,0.0,0.042,0.88,0.067,0.0,0.0005,0.00875,0.00075,0.001
208,0.00225,0.01,0.00025,0.00175,0.00075,0.06825,0.003,0.9095,0.00425
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.9995,0.0,0.0005,0.0
211,0.0,0.993,0.00425,0.00125,0.00025,0.0,0.00075,0.00025,0.00025
212,0.0,0.98875,0.00325,0.00625,0.0,0.0,0.0,0.00175,0.0
213,0.0,0.9825,0.01125,0.00425,0.00025,0.00025,0.00075,0.0,0.00075
214,0.00525,0.00075,0.0015,0.0005,0.0,0.00325,0.00225,0.984,0.0025
215,0.01175,0.00125,0.00175,0.0,0.00025,0.00775,0.00075,0.00275,0.97375
216,0.0,0.97175,0.01625,0.00525,0.0,0.0,0.00675,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
218,0.00075,0.002,0.00025,0.00125,0.00025,0.00775,0.00425,0.9825,0.001
219,0.94375,0.00375,0.00375,0.00275,0.00175,0.01225,0.0075,0.01175,0.01275
220,0.00025,0.00025,0.0,0.0,0.0,0.9985,0.0005,0.0005,0.0
221,0.00025,0.9795,0.014,0.00475,0.0,0.0005,0.00075,0.0,0.00025
222,0.0,0.0,0.0,0.0,0.0,0.99975,0.0,0.0,0.00025
223,0.001,0.01975,0.01875,0.001,0.0,0.00275,0.18225,0.00225,0.77225
224,0.00025,0.0,0.0,0.0,0.0,0.99975,0.0,0.0,0.0
225,0.0005,0.97725,0.01375,0.00725,0.0,0.0,0.0005,0.0005,0.00025
226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
227,0.00075,0.0,0.0,0.00075,0.0,0.992,0.00375,0.002,0.00075
228,0.0,0.998,0.00125,0.0005,0.0,0.0,0.00025,0.0,0.0
229,0.0045,0.00525,0.0045,0.0015,0.0,0.0055,0.002,0.003,0.97375
230,0.0005,0.0,0.0005,0.99825,0.0,0.00025,0.0005,0.0,0.0
231,0.00025,0.0595,0.9345,0.00375,0.00125,0.00025,0.00025,0.0,0.00025
232,0.00875,0.003,0.0005,0.00125,0.00075,0.966,0.00225,0.0045,0.013
233,0.0005,0.0005,0.0,0.00075,0.0,0.996,0.0005,0.001,0.00075
234,0.00175,0.0,0.0,0.00025,0.0,0.001,0.00025,0.99675,0.0
235,0.00125,0.00025,0.0,0.0,0.0,0.00025,0.0,0.0005,0.99775
236,0.00125,0.07775,0.91225,0.00325,0.00075,0.001,0.00175,0.0005,0.0015
237,0.0005,0.0,0.00125,0.0,0.0,0.001,0.0015,0.0025,0.99325
238,0.0,0.07125,0.84825,0.07875,0.0,0.00025,0.0015,0.0,0.0
239,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,0.99775
240,0.00225,0.00025,0.0,0.0005,0.0,0.0035,0.0,0.99225,0.00125
241,0.00025,0.00025,0.0,0.0,0.0,0.9975,0.00025,0.00175,0.0
242,0.009,0.00675,0.01225,0.00375,0.002,0.012,0.0045,0.009,0.94075
243,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244,0.016,0.0005,0.00025,0.0005,0.00025,0.00375,0.002,0.003,0.97375
245,0.00025,0.03825,0.018,0.94225,0.0005,0.0,0.0005,0.00025,0.0
246,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
247,0.0005,0.0235,0.959,0.005,0.0,0.00125,0.00825,0.0015,0.001
248,0.0045,0.00025,0.0,0.001,0.0,0.9885,0.00125,0.00325,0.00125
249,0.0,0.048,0.932,0.018,0.00025,0.0,0.001,0.00025,0.0005
250,0.0,0.0,0.0,0.0,0.0,0.99975,0.0,0.00025,0.0
251,0.0,0.9925,0.005,0.0,0.001,0.00025,0.0005,0.00075,0.0
252,0.00425,0.0005,0.001,0.001,0.0,0.003,0.002,0.00125,0.987
253,0.0,0.10325,0.07475,0.82075,0.0,0.0,0.00075,0.0,0.0005
254,0.00025,0.0,0.0,0.0,0.0,0.99875,0.00025,0.0,0.00075
255,0.0035,0.01625,0.95775,0.00975,0.0,0.00325,0.00475,0.0035,0.00125
256,0.95725,0.0025,0.0,0.0,0.0,0.00175,0.00075,0.00075,0.037
257,0.0,0.9675,0.03125,0.0,0.00025,0.0,0.0005,0.0005,0.0
258,0.0,0.9795,0.017,0.0,0.0,0.00175,0.00075,0.001,0.0
259,0.00775,0.003,0.00175,0.0035,0.00125,0.9705,0.0045,0.004,0.00375
260,0.00025,0.00025,0.0,0.00025,0.0,0.0,0.0005,0.99875,0.0
261,0.00025,0.01675,0.97225,0.00575,0.00075,0.00025,0.002,0.00125,0.00075
262,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
263,0.03525,0.00075,0.00025,0.0,0.0,0.00125,0.00025,0.78325,0.179
264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
265,0.00025,0.0,0.00025,0.0,0.0,0.00025,0.0,0.99925,0.0
266,0.00025,0.0,0.0,0.0,0.0,0.997,0.00225,0.0005,0.0
267,0.00925,0.003,0.001,0.00325,0.00025,0.961,0.00825,0.00675,0.00725
268,0.0,0.0475,0.9485,0.00375,0.0,0.0,0.0,0.00025,0.0
269,0.0035,0.0,0.0,0.0,0.0,0.001,0.0,0.005,0.9905
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
271,0.00075,0.01625,0.0105,0.96775,0.0,0.00025,0.001,0.002,0.0015
272,0.00275,0.0015,0.00025,0.002,0.0,0.98525,0.002,0.003,0.00325
273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
274,0.0,0.973,0.017,0.00975,0.0,0.00025,0.0,0.0,0.0
275,0.01,0.012,0.00275,0.0115,0.00175,0.0445,0.0065,0.014,0.897
276,0.0,0.94675,0.04625,0.007,0.0,0.0,0.0,0.0,0.0
277,0.00275,0.0345,0.0395,0.909,0.0005,0.00375,0.0075,0.00025,0.00225
278,0.0075,0.006,0.0035,0.0005,0.0,0.01,0.91775,0.05125,0.0035
279,0.0,0.96875,0.0195,0.005,0.0,0.0015,0.005,0.00025,0.0
280,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.9995,0.0
281,0.0,0.99625,0.0005,0.00325,0.0,0.0,0.0,0.0,0.0
282,0.0,0.98925,0.0105,0.00025,0.0,0.0,0.0,0.0,0.0
283,0.0,0.98425,0.01275,0.00125,0.00025,0.0,0.0,0.0,0.0015
284,0.00125,0.00025,0.00025,0.00275,0.00025,0.99025,0.0015,0.002,0.0015
285,0.0,0.967,0.01925,0.0135,0.0,0.0,0.00025,0.0,0.0
286,0.0035,0.00125,0.00075,0.0005,0.0005,0.0065,0.005,0.0255,0.9565
287,0.006,0.0145,0.009,0.94325,0.0015,0.0105,0.0085,0.003,0.00375
288,0.0005,0.0,0.0005,0.0,0.0,0.00125,0.001,0.9965,0.00025
289,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
290,0.00075,0.9885,0.009,0.001,0.0,0.0,0.0,0.0005,0.00025
291,0.01525,0.00125,0.0015,0.0005,0.0005,0.00825,0.00625,0.9585,0.008
292,0.0115,0.007,0.0,0.00525,0.91775,0.03575,0.017,0.0045,0.00125
293,0.012,0.91675,0.013,0.0005,0.00125,0.00775,0.00325,0.0265,0.019
294,0.00075,0.96975,0.02225,0.003,0.00025,0.00025,0.0005,0.00025,0.003
295,0.0,0.984,0.012,0.00375,0.0,0.0,0.00025,0.0,0.0
296,0.0,0.99075,0.0075,0.00175,0.0,0.0,0.0,0.0,0.0
297,0.00075,0.9805,0.012,0.0045,0.0,0.0,0.00175,0.00025,0.00025
298,0.0005,0.00025,0.00025,0.0,0.0,0.99875,0.0,0.00025,0.0
299,0.0,0.98275,0.0165,0.0,0.0,0.0,0.0005,0.00025,0.0
300,0.0,0.96,0.03325,0.00425,0.0,0.00025,0.00225,0.0,0.0
301,0.00275,0.02125,0.0305,0.0445,0.00975,0.007,0.877,0.0015,0.00575
302,0.00025,0.0,0.0,0.0,0.0,0.00325,0.0,0.996,0.0005
303,0.003,0.0,0.0,0.0,0.0,0.0005,0.0,0.9955,0.001
304,0.00075,0.0,0.0,0.0,0.0,0.00425,0.0,0.00125,0.99375
305,0.0,0.9525,0.03325,0.01,0.0,0.0,0.004,0.0,0.00025
306,0.0,0.98025,0.01625,0.00225,0.00025,0.00025,0.00025,0.00025,0.00025
307,0.0025,0.00925,0.0065,0.0065,0.0005,0.958,0.00775,0.00475,0.00425
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
309,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,0.00025
310,0.001,0.9695,0.01525,0.00825,0.00025,0.00175,0.002,0.00125,0.00075
311,0.0005,0.0285,0.951,0.01475,0.00025,0.0005,0.00325,0.0,0.00125
312,0.0,0.099,0.89525,0.0,0.0,0.0,0.00025,0.0055,0.0
313,0.0,0.062,0.9305,0.0,0.0005,0.00625,0.0,0.00075,0.0
314,0.00375,0.01175,0.0125,0.0035,0.0,0.016,0.94425,0.0065,0.00175
315,0.001,0.00025,0.00025,0.0,0.0,0.997,0.0,0.0015,0.0
316,0.002,0.0005,0.001,0.00025,0.0,0.9725,0.00325,0.00125,0.01925
317,0.0005,0.97775,0.0095,0.0,0.0,0.00575,0.00575,0.00075,0.0
318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
319,0.00125,0.035,0.9515,0.0075,0.00025,0.00025,0.00175,0.00125,0.00125
320,0.0,0.145,0.84725,0.0,0.00025,0.0,0.00675,0.00075,0.0
321,0.00125,0.99225,0.0025,0.00075,0.0,0.001,0.001,0.0005,0.00075
322,0.0185,0.0015,0.00125,0.0005,0.00025,0.01475,0.003,0.00675,0.9535
323,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.99975,0.0
324,0.00025,0.0,0.00025,0.0,0.00025,0.0005,0.0,0.99875,0.0
325,0.02,0.01,0.00475,0.003,0.0005,0.0475,0.014,0.0175,0.88275
326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
327,0.00225,0.016,0.0215,0.015,0.001,0.0045,0.93475,0.002,0.003
